participant,expName,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,resp_enc_success.keys,resp_enc_success.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
308,grpB,21.0,0.0,Home,Gloves,Angelina,Cabin,13.50346,6.0,1.811665,23.0,6.0,0.83004,place,object,person,1.0,7.856045,2.0,1.0,1.454545,1.0,1.0,2.022535,3.0,1.0,3.237045,1.0,1.0,1.589,2.0,1.0,1.38925,2.0,5.0,1.0,0.47166499999999995
308,grpB,4.0,1.0,Exercise,Beachball,Will,Casino,5.512045,6.0,0.5136649999999999,8.0,6.0,1.1607100000000001,object,person,place,1.0,4.45587,1.0,1.0,2.078545,2.0,1.0,2.55183,2.0,1.0,1.9854599999999998,1.0,1.0,2.12758,2.0,1.0,2.078545,1.0,14.0,1.0,0.9944149999999999
308,grpB,13.0,2.0,Errands,Stopwatch,Tom,Icerink,4.16025,6.0,2.10529,1.0,6.0,1.74508,place,object,person,1.0,7.472,3.0,1.0,2.4402049999999997,4.0,1.0,1.9200849999999998,1.0,1.0,3.9224550000000002,1.0,1.0,3.0692049999999997,1.0,1.0,2.4062900000000003,2.0,18.0,1.0,0.73742
308,grpB,12.0,3.0,Studying,Trampoline,Ellen,Classroom,12.0885,6.0,1.637585,17.0,6.0,1.037875,place,person,object,1.0,6.486875,4.0,1.0,0.9697950000000001,4.0,1.0,2.7145,4.0,1.0,2.112625,2.0,1.0,1.689625,2.0,1.0,1.749955,1.0,21.0,1.0,0.58983
308,grpB,1.0,4.0,Date,Pitcher,Reese,Studio,13.940625,6.0,1.57046,6.0,6.0,1.044545,person,place,object,1.0,9.82783,3.0,1.0,2.982915,3.0,1.0,2.95229,2.0,1.0,1.756545,1.0,1.0,5.14133,2.0,1.0,2.5210049999999997,2.0,6.0,1.0,0.869585
308,grpB,2.0,5.0,Volunteer,Flowers,Jennifer,Waterfall,9.822835000000001,6.0,0.18754500000000002,3.0,6.0,1.16325,person,place,object,1.0,15.941460000000001,1.0,1.0,3.9000449999999995,3.0,1.0,2.2955,4.0,1.0,1.8960849999999998,2.0,1.0,1.778375,1.0,1.0,2.453745,1.0,10.0,1.0,0.65383
308,grpB,7.0,6.0,Art,Headphones,Denzel,Avenue,13.356164999999999,6.0,0.61892,16.0,6.0,0.8570450000000001,person,object,place,1.0,10.655669999999999,2.0,1.0,1.9732049999999999,2.0,1.0,1.89421,3.0,1.0,1.435625,1.0,1.0,2.57079,2.0,1.0,2.065795,1.0,7.0,1.0,2.588205
308,grpB,19.0,7.0,Vacation,Wine,Julia,Pool,8.526585,6.0,2.1168299999999998,7.0,6.0,1.120125,person,object,place,1.0,7.589544999999999,3.0,1.0,3.8895800000000005,4.0,1.0,2.19054,2.0,1.0,2.275125,2.0,1.0,1.53883,1.0,1.0,8.12229,2.0,12.0,1.0,0.67104
308,grpB,17.0,8.0,Summer,Puppy,Sandra,Circus,2.5629150000000003,6.0,2.4379150000000003,5.0,5.0,2.3772900000000003,object,person,place,1.0,23.34275,4.0,1.0,2.2551650000000003,4.0,1.0,2.3354150000000002,1.0,1.0,2.758,2.0,1.0,2.822795,1.0,1.0,5.35492,2.0,16.0,1.0,1.07271
308,grpB,14.0,9.0,Relaxing,Stroller,Steve,Ski Slope,1.707165,6.0,1.95592,18.0,6.0,0.9528399999999999,place,person,object,1.0,17.73721,1.0,1.0,1.9308349999999999,1.0,1.0,1.9400849999999998,2.0,1.0,2.035085,2.0,1.0,1.3415,2.0,1.0,1.487335,1.0,8.0,1.0,0.728125
