participant,expName,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,resp_enc_success.keys,resp_enc_success.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
362,grpB,14.0,0.0,Relaxing,Stroller,Steve,Ski Slope,,3.0,4.28909,6.0,5.0,2.3783950000000003,place,person,object,1.0,9.43977,1.0,1.0,5.752555,1.0,1.0,2.216225,2.0,1.0,3.35501,2.0,1.0,2.09019,2.0,1.0,1.447085,1.0,13.0,1.0,0.66933
362,grpB,22.0,1.0,Travel,Computer,George,Field,11.601355,5.0,1.690235,0.0,4.0,1.8509849999999999,object,person,place,1.0,5.005285,4.0,1.0,8.001935000000001,1.0,1.0,4.82238,1.0,1.0,2.398535,1.0,1.0,1.774325,2.0,1.0,1.94691,2.0,22.0,1.0,3.2526450000000002
362,grpB,3.0,2.0,Music,Bike,Halle,Lighthouse,12.680725,4.0,3.676195,16.0,3.0,2.40024,person,place,object,1.0,11.31604,4.0,1.0,7.531425,1.0,1.0,2.66744,1.0,1.0,4.470085,2.0,1.0,5.699135,2.0,1.0,1.751025,2.0,7.0,1.0,0.48621499999999995
362,grpB,12.0,3.0,Studying,Trampoline,Ellen,Classroom,10.97401,3.0,1.99242,23.0,4.0,1.35531,place,person,object,1.0,4.9349300000000005,4.0,1.0,1.20068,4.0,1.0,1.43917,4.0,1.0,7.31692,2.0,1.0,1.761655,2.0,1.0,1.304055,1.0,10.0,1.0,0.38609499999999997
362,grpB,13.0,4.0,Errands,Stopwatch,Tom,Icerink,10.413385,4.0,1.449125,8.0,6.0,2.440115,place,object,person,1.0,2.25155,3.0,1.0,2.34076,4.0,1.0,4.1048800000000005,1.0,1.0,3.51577,1.0,1.0,0.9344,1.0,0.0,3.4014800000000003,1.0,12.0,1.0,0.53188
362,grpB,18.0,5.0,DIY,Chair,Beyonce,Wine Cellar,9.400505,5.0,0.10257999999999999,18.0,4.0,1.30066,person,object,place,1.0,3.787005,2.0,1.0,4.9690449999999995,3.0,1.0,1.550405,4.0,1.0,1.316475,2.0,1.0,3.83411,1.0,1.0,1.984175,1.0,1.0,1.0,0.51777
362,grpB,6.0,6.0,Sightseeing,Ladder,Adam,Beach,12.01685,4.0,0.11056500000000001,7.0,6.0,1.51714,object,place,person,1.0,5.148305000000001,2.0,1.0,2.182745,1.0,1.0,1.71554,3.0,1.0,3.3144150000000003,2.0,1.0,3.3513800000000002,2.0,1.0,3.26857,2.0,23.0,1.0,0.92691
362,grpB,24.0,7.0,Family,Extinguisher,Ryan,Basketball,13.267265,2.0,1.200855,11.0,4.0,1.24955,person,place,object,0.0,3.55666,3.0,1.0,6.37938,2.0,1.0,1.596545,3.0,1.0,10.251155,1.0,1.0,2.2267099999999997,1.0,1.0,4.89935,2.0,21.0,1.0,0.71503
362,grpB,11.0,8.0,Games,Binoculars,Leonardo,Lake,5.58364,5.0,0.217675,21.0,6.0,1.0173,object,place,person,1.0,3.012915,3.0,1.0,1.22823,2.0,1.0,1.20154,2.0,1.0,1.26748,1.0,1.0,1.70992,1.0,1.0,2.10052,2.0,6.0,1.0,0.41844499999999996
362,grpB,15.0,9.0,Celebration,Football,Meryl,Harbor,6.76783,6.0,0.12754000000000001,5.0,6.0,1.42991,object,person,place,1.0,7.333715,1.0,1.0,1.46759,3.0,1.0,2.64954,4.0,1.0,4.094435,2.0,1.0,1.70138,1.0,1.0,1.1788,1.0,4.0,1.0,0.499975
362,grpB,1.0,10.0,Date,Pitcher,Reese,Studio,3.5510550000000003,6.0,0.8187800000000001,14.0,2.0,1.1719549999999999,person,place,object,1.0,6.67178,3.0,1.0,2.883285,3.0,1.0,2.416855,2.0,1.0,3.8592400000000002,1.0,0.0,1.31561,1.0,1.0,1.56881,2.0,9.0,1.0,0.6981850000000001
362,grpB,4.0,11.0,Exercise,Beachball,Will,Casino,5.0988050000000005,5.0,0.451955,2.0,5.0,1.831435,object,person,place,1.0,14.03035,1.0,1.0,1.44987,2.0,1.0,1.21995,2.0,1.0,4.383575,1.0,1.0,3.31625,2.0,1.0,1.852685,1.0,0.0,1.0,2.60006
362,grpB,20.0,12.0,Friends,Backpack,Chris,Bridge,5.31792,5.0,0.529395,15.0,2.0,1.05149,object,place,person,1.0,9.034945,3.0,1.0,7.028505,4.0,0.0,3.61855,4.0,0.0,1.769675,1.0,0.0,3.4135949999999995,2.0,0.0,3.31834,2.0,20.0,1.0,0.864815
362,grpB,16.0,13.0,Winter,Record,Samuel,Dining Room,2.8650349999999998,6.0,1.1662649999999999,22.0,4.0,0.8861600000000001,place,person,object,1.0,10.83253,2.0,1.0,2.216735,2.0,1.0,1.654975,3.0,1.0,4.26788,1.0,1.0,1.43191,1.0,1.0,1.30592,1.0,8.0,1.0,0.46756499999999995
362,grpB,21.0,14.0,Home,Gloves,Angelina,Cabin,2.4327349999999996,6.0,0.261025,17.0,5.0,1.1461299999999999,place,object,person,1.0,11.321495,2.0,1.0,2.539695,1.0,1.0,1.9326900000000002,3.0,0.0,9.792135,2.0,1.0,1.8344799999999999,2.0,1.0,4.695805,2.0,19.0,1.0,1.152395
362,grpB,5.0,15.0,Party,Satchel,Anne,Bowling,2.986065,6.0,1.379775,20.0,3.0,3.11766,place,person,object,1.0,2.640005,3.0,1.0,2.852225,3.0,1.0,5.96152,1.0,0.0,4.294684999999999,1.0,1.0,1.801375,1.0,1.0,6.2199599999999995,2.0,16.0,1.0,0.80901
362,grpB,19.0,16.0,Vacation,Wine,Julia,Pool,1.566685,6.0,0.23492,1.0,4.0,2.368865,person,object,place,1.0,14.118479999999998,3.0,1.0,5.4171,4.0,1.0,5.00544,2.0,1.0,2.115395,2.0,1.0,1.8336599999999998,1.0,1.0,4.339705,2.0,15.0,1.0,10.13612
362,grpB,17.0,17.0,Summer,Puppy,Sandra,Circus,4.700685,5.0,1.149245,19.0,4.0,1.162535,object,person,place,1.0,9.117865,4.0,1.0,4.62804,4.0,1.0,3.77136,1.0,1.0,3.4671300000000005,2.0,1.0,6.634065,1.0,1.0,2.1095200000000003,2.0,5.0,1.0,1.368925
362,grpB,9.0,18.0,Shopping,Duster,Robert,Kitchen,3.6179349999999997,6.0,0.323815,10.0,4.0,1.1863549999999998,place,object,person,1.0,14.147715,4.0,1.0,1.18875,2.0,1.0,6.78932,1.0,0.0,4.047635,1.0,0.0,1.85273,2.0,1.0,6.174119999999999,1.0,2.0,1.0,0.43290500000000004
362,grpB,7.0,19.0,Art,Headphones,Denzel,Avenue,5.1691,6.0,1.41564,12.0,6.0,1.15697,person,object,place,1.0,1.9045150000000002,2.0,1.0,1.088765,2.0,1.0,1.34114,3.0,1.0,2.05912,1.0,1.0,3.3950400000000003,2.0,1.0,3.54333,1.0,18.0,1.0,0.93753
362,grpB,8.0,20.0,Competition,Goggles,Scarlett,Savannah,2.83865,2.0,2.300195,4.0,5.0,1.260145,place,object,person,1.0,3.066575,1.0,1.0,3.0430200000000003,1.0,1.0,3.51766,4.0,1.0,3.05653,1.0,1.0,2.5055650000000003,2.0,1.0,1.249595,1.0,11.0,1.0,0.679495
362,grpB,10.0,21.0,Work,Easel,Emma,Aquarium,11.056795,4.0,1.25178,3.0,6.0,1.6489099999999999,object,place,person,1.0,7.7944,2.0,1.0,2.05697,4.0,1.0,1.971265,4.0,1.0,1.348455,1.0,0.0,4.0037400000000005,1.0,1.0,1.4375850000000001,1.0,14.0,1.0,0.949335
362,grpB,23.0,22.0,Eating,Hammock,Brad,Restaurant,3.7106449999999995,6.0,0.253375,9.0,2.0,1.23909,person,object,place,0.0,11.54641,3.0,1.0,6.785755,3.0,1.0,0.815565,3.0,0.0,7.1073,2.0,0.0,7.023445,1.0,1.0,2.901035,2.0,17.0,1.0,0.51777
362,grpB,2.0,23.0,Volunteer,Flowers,Jennifer,Waterfall,6.200405,4.0,1.48405,13.0,6.0,0.8487899999999999,person,place,object,1.0,5.027545,1.0,1.0,3.13734,3.0,1.0,3.4675550000000004,4.0,1.0,1.667195,2.0,1.0,1.285615,1.0,1.0,1.7166849999999998,1.0,3.0,1.0,0.366345
