participant,expName,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,resp_enc_success.keys,resp_enc_success.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
354,grpB,2.0,0.0,Volunteer,Flowers,Jennifer,Waterfall,,2.0,3.437,16.0,3.0,1.574,person,place,object,1.0,9.283,1.0,1.0,22.671,3.0,1.0,2.094,4.0,1.0,1.546,2.0,1.0,2.2230000000000003,1.0,0.0,2.536,2.0,2.0,1.0,0.992
354,grpB,12.0,1.0,Studying,Trampoline,Ellen,Classroom,11.3,6.0,3.353,15.0,3.0,1.926,place,person,object,0.0,18.183,2.0,1.0,7.206,4.0,1.0,2.8760000000000003,4.0,0.0,3.6039999999999996,1.0,1.0,1.203,2.0,1.0,1.1340000000000001,1.0,7.0,1.0,0.815
354,grpB,17.0,2.0,Summer,Puppy,Sandra,Circus,10.533,6.0,1.8980000000000001,5.0,2.0,1.419,object,person,place,0.0,11.005999999999998,2.0,0.0,2.8,3.0,0.0,1.831,3.0,0.0,1.023,1.0,1.0,1.155,1.0,0.0,0.9440000000000001,1.0,6.0,1.0,0.955
354,grpB,6.0,3.0,Sightseeing,Ladder,Adam,Beach,,3.0,2.0980000000000003,21.0,2.0,1.153,object,place,person,1.0,11.745999999999999,2.0,0.0,2.144,2.0,1.0,3.7510000000000003,3.0,0.0,0.67,1.0,0.0,0.902,1.0,1.0,1.808,2.0,1.0,1.0,1.156
354,grpB,11.0,4.0,Games,Binoculars,Leonardo,Lake,10.839,6.0,0.7090000000000001,13.0,2.0,1.0190000000000001,object,place,person,0.0,6.987,2.0,1.0,0.865,2.0,1.0,1.004,2.0,0.0,1.84,2.0,1.0,3.09,1.0,1.0,3.431,2.0,18.0,1.0,0.773
354,grpB,10.0,5.0,Work,Easel,Emma,Aquarium,13.797,6.0,1.386,8.0,1.0,1.037,object,place,person,0.0,12.627,1.0,1.0,6.377000000000001,4.0,1.0,0.611,4.0,1.0,0.988,1.0,0.0,2.7260000000000004,1.0,1.0,1.1320000000000001,1.0,22.0,1.0,0.593
354,grpB,22.0,6.0,Travel,Computer,George,Field,,2.0,1.59,6.0,1.0,1.3940000000000001,object,person,place,0.0,16.403,3.0,1.0,0.955,1.0,0.0,2.3480000000000003,3.0,0.0,1.101,2.0,1.0,1.034,2.0,0.0,1.2309999999999999,1.0,11.0,1.0,0.35600000000000004
354,grpB,16.0,7.0,Winter,Record,Samuel,Dining Room,,6.0,1.035,0.0,1.0,1.839,place,person,object,0.0,8.309,3.0,0.0,22.613000000000003,4.0,0.0,6.836,1.0,1.0,2.31,1.0,1.0,3.303,1.0,1.0,2.508,1.0,16.0,1.0,1.666
354,grpB,13.0,8.0,Errands,Stopwatch,Tom,Icerink,,2.0,0.987,20.0,3.0,6.402,place,object,person,1.0,22.160999999999998,3.0,1.0,4.9239999999999995,4.0,0.0,2.1830000000000003,3.0,1.0,1.6540000000000001,1.0,1.0,0.777,1.0,0.0,1.111,1.0,21.0,1.0,0.986
354,grpB,3.0,9.0,Music,Bike,Halle,Lighthouse,,4.0,2.199,19.0,2.0,1.3969999999999998,person,place,object,0.0,5.085,1.0,0.0,1.9980000000000002,4.0,0.0,4.617,2.0,0.0,1.656,1.0,0.0,0.988,1.0,0.0,1.151,1.0,14.0,1.0,0.36200000000000004
354,grpB,9.0,10.0,Shopping,Duster,Robert,Kitchen,7.571000000000001,6.0,0.9359999999999999,3.0,3.0,1.614,place,object,person,0.0,23.665,2.0,1.0,9.575,2.0,0.0,1.8980000000000001,2.0,1.0,4.361000000000001,2.0,1.0,1.2109999999999999,1.0,1.0,2.784,1.0,17.0,1.0,1.273
354,grpB,21.0,11.0,Home,Gloves,Angelina,Cabin,,3.0,1.8769999999999998,9.0,6.0,1.765,place,object,person,1.0,5.558,2.0,1.0,2.826,1.0,1.0,1.464,3.0,1.0,1.3730000000000002,1.0,1.0,1.599,2.0,1.0,1.205,2.0,9.0,1.0,0.39399999999999996
354,grpB,24.0,12.0,Family,Extinguisher,Ryan,Basketball,,2.0,1.298,23.0,4.0,1.4709999999999999,person,place,object,1.0,8.807,4.0,1.0,6.87,2.0,1.0,1.37,3.0,1.0,2.668,1.0,1.0,3.293,1.0,1.0,1.023,2.0,12.0,1.0,1.297
354,grpB,15.0,13.0,Celebration,Football,Meryl,Harbor,8.933,5.0,2.952,12.0,3.0,1.3869999999999998,object,person,place,1.0,10.561,1.0,1.0,1.825,3.0,1.0,1.75,4.0,0.0,1.91,1.0,1.0,1.247,1.0,1.0,1.304,1.0,10.0,1.0,0.37799999999999995
