participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
128,14.0,0.0,Vacation,Satchel,Reese,Bowling,11.903205,20.0,2.0,0.675515,place,person,object,0.0,1.72995,2.0,0.0,1.18803,2.0,1.0,0.840865,1.0,0.0,0.50866,2.0,0.0,0.75189,2.0,0.0,1.1287,1.0,1.0,1.0,0.982585
128,1.0,1.0,Celebration,Trampoline,Will,Icerink,12.528755,10.0,2.0,1.04992,person,object,place,0.0,1.7918900000000002,3.0,0.0,4.945880000000001,3.0,0.0,7.621555,3.0,1.0,2.326025,1.0,1.0,1.31331,2.0,0.0,2.070705,2.0,4.0,1.0,0.23593000000000003
128,18.0,2.0,Work,Flowers,Beyonce,Cabin,,1.0,3.0,2.75453,place,object,person,0.0,6.678105,2.0,1.0,3.08734,4.0,1.0,2.3533,4.0,0.0,2.00927,2.0,1.0,1.22573,2.0,1.0,1.374685,1.0,17.0,1.0,0.335055
128,3.0,3.0,Games,Bike,George,Wine Cellar,13.403275,3.0,2.0,3.4733199999999997,person,object,place,1.0,1.78908,2.0,0.0,1.424575,3.0,0.0,2.4203099999999997,3.0,0.0,3.00236,2.0,1.0,2.448985,2.0,0.0,1.65042,1.0,16.0,1.0,0.4187
128,13.0,4.0,Summer,Jug,Julia,Pool,11.408764999999999,21.0,1.0,2.45398,person,object,place,0.0,0.630935,2.0,0.0,0.30004000000000003,1.0,0.0,1.122765,1.0,1.0,1.167305,2.0,0.0,1.0667799999999998,1.0,1.0,0.49928,2.0,20.0,1.0,0.368765
128,4.0,5.0,Art,Binoculars,Ryan,Lake,12.89988,17.0,1.0,0.53515,object,place,person,0.0,5.6285300000000005,2.0,0.0,0.870245,1.0,0.0,0.608855,2.0,0.0,0.76951,2.0,0.0,1.186175,2.0,1.0,2.00458,1.0,10.0,1.0,0.20490999999999998
128,5.0,6.0,Shopping,Record,Brad,Harbor,,13.0,1.0,0.426055,place,person,object,1.0,0.944385,2.0,0.0,1.8262450000000001,1.0,0.0,2.3325549999999997,2.0,1.0,0.953155,2.0,1.0,0.73054,1.0,1.0,0.81326,2.0,7.0,1.0,0.30382
128,12.0,7.0,Winter,Computer,Angelina,Restaurant,9.917465,16.0,1.0,0.73546,object,person,place,0.0,1.6685849999999998,1.0,0.0,1.5489700000000002,2.0,1.0,0.9547950000000001,1.0,0.0,0.55314,2.0,0.0,0.785775,2.0,1.0,0.40249,2.0,23.0,1.0,0.38838
128,8.0,8.0,DIY,Headphones,Meryl,Ski Slope,,15.0,1.0,1.20295,object,person,place,0.0,1.89818,1.0,0.0,0.7418600000000001,2.0,0.0,2.027735,2.0,1.0,0.737045,1.0,1.0,2.786525,1.0,1.0,0.7585,2.0,2.0,1.0,0.567385
128,2.0,9.0,Studying,Duster,Chris,Classroom,,8.0,1.0,10.272795,place,object,person,1.0,2.216885,1.0,1.0,2.83731,1.0,0.0,23.413055,2.0,1.0,2.354275,2.0,1.0,2.019245,2.0,0.0,0.9695799999999999,1.0,13.0,1.0,0.364235
