participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
108,10.0,0.0,Sightseeing,Wine,Samuel,Beach,9.943,21.0,6.0,1.9809999999999999,person,place,object,1.0,9.835,2.0,1.0,1.683,2.0,1.0,1.018,2.0,1.0,1.535,1.0,1.0,2.9210000000000003,2.0,1.0,1.7069999999999999,2.0,7.0,1.0,0.872
108,13.0,1.0,Summer,Jug,Julia,Pool,13.815999999999999,7.0,6.0,5.917000000000001,person,object,place,1.0,3.7689999999999997,1.0,1.0,8.155,3.0,1.0,2.698,3.0,1.0,2.8169999999999997,2.0,1.0,1.807,2.0,1.0,8.442,2.0,23.0,1.0,2.256
108,19.0,2.0,Relaxing,Backpack,Robert,Lighthouse,6.596,20.0,6.0,8.521,place,object,person,1.0,6.136,3.0,1.0,4.871,4.0,1.0,6.334,3.0,1.0,4.709,1.0,1.0,3.556,1.0,1.0,4.184,2.0,5.0,1.0,1.258
108,15.0,3.0,Errands,Hammock,Emily,Bridge,,8.0,6.0,6.999,object,place,person,1.0,4.086,1.0,1.0,2.6830000000000003,2.0,1.0,5.365,2.0,1.0,3.1239999999999997,1.0,1.0,8.977,2.0,1.0,2.546,1.0,4.0,1.0,3.168
108,14.0,4.0,Vacation,Satchel,Reese,Bowling,,13.0,6.0,2.745,place,person,object,1.0,8.646,3.0,1.0,2.7939999999999996,1.0,1.0,2.862,1.0,1.0,3.488,1.0,1.0,2.044,1.0,1.0,1.7269999999999999,2.0,17.0,1.0,1.7819999999999998
108,21.0,5.0,Music,Beachball,Leonardo,Savannah,,16.0,6.0,14.687000000000001,place,object,person,1.0,3.565,3.0,1.0,2.91,2.0,1.0,3.409,3.0,1.0,2.8789999999999996,2.0,1.0,2.833,2.0,1.0,3.281,2.0,14.0,1.0,0.715
108,6.0,6.0,Family,Stopwatch,Tom,Basketball,,22.0,6.0,6.972,object,place,person,1.0,9.641,4.0,1.0,1.6880000000000002,4.0,1.0,4.437,1.0,1.0,1.844,1.0,1.0,2.7689999999999997,1.0,1.0,2.734,2.0,16.0,1.0,0.7070000000000001
108,23.0,7.0,Party,Puppy,Ellen,Avenue,5.52,12.0,6.0,4.02,place,person,object,1.0,2.806,1.0,1.0,3.0860000000000003,3.0,1.0,1.39,4.0,1.0,5.317,2.0,1.0,2.2359999999999998,1.0,1.0,1.746,1.0,8.0,1.0,2.327
108,7.0,8.0,Date,Football,Nicole,Dining Room,7.984,3.0,5.0,18.928,place,person,object,1.0,3.73,1.0,1.0,2.975,3.0,1.0,2.798,1.0,1.0,8.482000000000001,1.0,1.0,2.6839999999999997,2.0,1.0,1.994,2.0,11.0,1.0,1.541
108,5.0,9.0,Shopping,Record,Brad,Harbor,,1.0,5.0,13.522,place,person,object,1.0,5.156000000000001,2.0,1.0,3.4219999999999997,2.0,1.0,4.43,4.0,1.0,3.785,2.0,1.0,5.811,1.0,1.0,2.595,2.0,13.0,1.0,1.107
108,24.0,10.0,Eating,Stroller,Halle,Circus,,10.0,6.0,4.145,person,place,object,1.0,3.76,1.0,1.0,2.491,1.0,1.0,1.9,2.0,1.0,1.911,1.0,1.0,4.025,2.0,1.0,2.362,2.0,0.0,1.0,11.644
108,17.0,11.0,Home,Goggles,Mindy,Casino,,18.0,6.0,8.84,person,place,object,1.0,5.102,1.0,1.0,1.426,2.0,1.0,2.653,4.0,1.0,2.89,1.0,1.0,5.2139999999999995,2.0,1.0,2.86,1.0,3.0,1.0,2.222
108,9.0,12.0,Travel,Gloves,Jennifer,Studio,,5.0,6.0,7.12,object,place,person,1.0,2.419,1.0,1.0,3.234,2.0,1.0,3.347,2.0,1.0,1.473,2.0,1.0,2.6910000000000003,2.0,1.0,2.081,1.0,10.0,1.0,0.97
