participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
137,19.0,0.0,Relaxing,Backpack,Robert,Lighthouse,13.198,23.0,2.0,0.114,place,object,person,1.0,0.215,3.0,0.0,0.214,2.0,0.0,0.243,2.0,0.0,0.19899999999999998,2.0,1.0,0.008,1.0,0.0,0.054000000000000006,1.0,9.0,1.0,0.06
137,22.0,1.0,Competition,Chair,Adam,Kitchen,12.93,13.0,2.0,0.228,object,person,place,0.0,0.20800000000000002,3.0,1.0,0.055999999999999994,3.0,1.0,0.052000000000000005,3.0,0.0,0.29100000000000004,2.0,0.0,0.24600000000000002,2.0,1.0,0.27,2.0,3.0,2.0,0.01
137,8.0,2.0,DIY,Headphones,Meryl,Ski Slope,3.153,15.0,2.0,0.03,object,person,place,0.0,0.039,3.0,0.0,0.19899999999999998,2.0,0.0,0.008,2.0,1.0,0.064,1.0,0.0,0.248,2.0,1.0,0.034,2.0,8.0,2.0,0.183
137,9.0,3.0,Travel,Gloves,Jennifer,Studio,11.524000000000001,19.0,2.0,0.27399999999999997,object,place,person,1.0,0.023,1.0,0.0,0.062,1.0,0.0,0.04,1.0,1.0,0.304,2.0,1.0,0.028999999999999998,2.0,0.0,0.38799999999999996,2.0,10.0,2.0,0.17800000000000002
137,2.0,4.0,Studying,Duster,Chris,Classroom,,17.0,2.0,0.136,place,object,person,0.0,0.024,2.0,0.0,0.152,2.0,1.0,0.519,3.0,0.0,0.045,1.0,1.0,0.071,2.0,1.0,0.11,2.0,7.0,2.0,0.20199999999999999
137,16.0,5.0,Volunteer,Easel,Steve,Aquarium,13.577,22.0,1.0,0.054000000000000006,object,person,place,0.0,0.225,1.0,0.0,0.07,2.0,0.0,0.32299999999999995,1.0,1.0,0.006999999999999999,2.0,0.0,0.024,2.0,1.0,0.055,2.0,11.0,1.0,0.047
137,5.0,6.0,Shopping,Record,Brad,Harbor,,10.0,1.0,0.023,place,person,object,1.0,0.21,2.0,1.0,0.076,2.0,0.0,0.048,2.0,1.0,0.105,2.0,0.0,0.32899999999999996,2.0,1.0,0.022000000000000002,2.0,23.0,2.0,0.239
137,15.0,7.0,Errands,Hammock,Emily,Bridge,13.77,8.0,2.0,0.12,object,place,person,0.0,0.044000000000000004,2.0,1.0,0.027000000000000003,2.0,0.0,0.018000000000000002,1.0,0.0,0.20800000000000002,2.0,1.0,0.08199999999999999,2.0,1.0,0.011000000000000001,1.0,6.0,2.0,0.138
137,23.0,8.0,Party,Puppy,Ellen,Avenue,13.196,21.0,1.0,0.17800000000000002,place,person,object,0.0,0.025,2.0,0.0,0.183,2.0,0.0,0.087,2.0,1.0,0.053,2.0,0.0,0.059000000000000004,2.0,0.0,0.312,2.0,19.0,2.0,0.168
137,12.0,9.0,Winter,Computer,Angelina,Restaurant,13.491,3.0,2.0,0.24,object,person,place,1.0,0.011000000000000001,2.0,0.0,0.077,2.0,0.0,0.043,2.0,0.0,0.113,2.0,0.0,0.242,2.0,1.0,0.013000000000000001,2.0,18.0,2.0,0.218
137,17.0,10.0,Home,Goggles,Mindy,Casino,13.852,0.0,1.0,0.693,person,place,object,1.0,0.006999999999999999,1.0,0.0,0.059000000000000004,3.0,0.0,0.207,2.0,1.0,0.397,1.0,1.0,0.051,2.0,0.0,0.142,2.0,17.0,2.0,0.198
137,20.0,11.0,Exercise,Extinguisher,Denzel,Field,13.762,12.0,2.0,0.084,person,place,object,0.0,0.024,3.0,0.0,0.21600000000000003,3.0,1.0,0.05,2.0,1.0,0.228,2.0,1.0,0.057,2.0,0.0,0.006999999999999999,1.0,12.0,1.0,0.17800000000000002
137,11.0,12.0,Friends,Ladder,Sandra,Waterfall,13.874,18.0,2.0,0.292,person,object,place,0.0,0.27,2.0,0.0,0.304,2.0,0.0,0.36,2.0,0.0,0.053,2.0,1.0,0.021,2.0,0.0,0.049,2.0,1.0,3.0,0.009000000000000001
