participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
140,7.0,0.0,Date,Football,Nicole,Dining Room,,15.0,1.0,1.322185,place,person,object,0.0,4.38892,2.0,0.0,2.474165,1.0,0.0,5.431955,3.0,1.0,2.10416,1.0,1.0,1.3162049999999998,2.0,1.0,3.367785,2.0,5.0,2.0,4.1329199999999995
140,20.0,1.0,Exercise,Extinguisher,Denzel,Field,,11.0,3.0,1.533245,person,place,object,0.0,6.21767,3.0,0.0,6.45054,3.0,0.0,1.7668099999999998,1.0,1.0,1.9996650000000002,2.0,1.0,1.049065,2.0,1.0,0.94194,2.0,18.0,1.0,0.651505
140,17.0,2.0,Home,Goggles,Mindy,Casino,13.640789999999999,21.0,1.0,1.11962,person,place,object,1.0,5.12219,1.0,0.0,2.435455,3.0,0.0,2.200955,2.0,1.0,2.05208,1.0,1.0,1.474315,2.0,1.0,0.900965,1.0,21.0,2.0,1.500245
140,3.0,3.0,Games,Bike,George,Wine Cellar,,16.0,1.0,1.2025350000000001,person,object,place,1.0,4.633645,2.0,1.0,3.08517,2.0,1.0,5.3011800000000004,4.0,1.0,3.234095,1.0,1.0,0.788525,2.0,0.0,3.13325,1.0,7.0,1.0,1.001855
140,8.0,4.0,DIY,Headphones,Meryl,Ski Slope,9.476764999999999,12.0,1.0,1.167175,object,person,place,1.0,0.634655,2.0,0.0,2.800695,1.0,1.0,2.8001150000000004,3.0,1.0,1.7166099999999997,1.0,0.0,1.2370450000000002,2.0,1.0,3.60859,2.0,4.0,3.0,1.8434099999999998
140,16.0,5.0,Volunteer,Easel,Steve,Aquarium,10.812999999999999,7.0,1.0,1.2833450000000002,object,person,place,1.0,3.07082,4.0,1.0,2.858745,3.0,1.0,1.03277,2.0,1.0,1.15726,2.0,1.0,4.003275,1.0,1.0,1.235105,2.0,9.0,1.0,0.908665
140,6.0,6.0,Family,Stopwatch,Tom,Basketball,7.38435,9.0,2.0,1.150695,object,place,person,0.0,0.9344549999999999,1.0,0.0,11.71246,1.0,1.0,3.9561550000000003,1.0,1.0,4.2518199999999995,1.0,1.0,0.758965,1.0,1.0,1.76977,2.0,14.0,2.0,1.734055
140,2.0,7.0,Studying,Duster,Chris,Classroom,5.7377400000000005,19.0,1.0,1.142185,place,object,person,1.0,5.42232,1.0,1.0,1.49833,1.0,1.0,0.80553,3.0,1.0,3.86536,2.0,1.0,1.475745,2.0,0.0,0.915075,1.0,0.0,1.0,4.8063199999999995
140,21.0,8.0,Music,Beachball,Leonardo,Savannah,9.576865,1.0,2.0,4.881805,place,object,person,1.0,9.0786,3.0,1.0,2.73365,2.0,1.0,9.99613,3.0,1.0,4.8979,2.0,1.0,1.2012200000000002,2.0,0.0,5.430915,1.0,3.0,1.0,0.508235
140,4.0,9.0,Art,Binoculars,Ryan,Lake,4.989435,20.0,1.0,1.572865,object,place,person,0.0,8.176635000000001,4.0,0.0,2.365025,1.0,1.0,2.2260150000000003,3.0,1.0,1.537975,1.0,1.0,0.9517700000000001,1.0,0.0,3.5224699999999998,2.0,6.0,1.0,1.02434
140,11.0,10.0,Friends,Ladder,Sandra,Waterfall,9.47567,6.0,1.0,2.16625,person,object,place,0.0,2.538335,4.0,0.0,4.4344,1.0,0.0,4.7480400000000005,2.0,1.0,1.7259650000000002,1.0,0.0,2.3319400000000003,1.0,1.0,1.085985,1.0,8.0,1.0,1.42365
140,12.0,11.0,Winter,Computer,Angelina,Restaurant,5.38621,22.0,1.0,1.434455,object,person,place,1.0,3.352225,2.0,1.0,3.735935,3.0,1.0,2.015885,1.0,1.0,1.3325200000000001,1.0,1.0,5.103255,1.0,1.0,4.4477150000000005,2.0,16.0,1.0,1.284375
140,13.0,12.0,Summer,Jug,Julia,Pool,11.345305,10.0,2.0,1.183725,person,object,place,0.0,2.5560549999999997,3.0,0.0,3.757165,1.0,1.0,3.806335,3.0,1.0,3.548325,2.0,1.0,0.850975,2.0,1.0,4.640435,2.0,10.0,1.0,0.62603
140,18.0,13.0,Work,Flowers,Beyonce,Cabin,8.93282,0.0,1.0,5.87787,place,object,person,1.0,9.316495,1.0,1.0,4.6893400000000005,4.0,1.0,3.90156,4.0,1.0,1.84327,1.0,1.0,1.534015,2.0,1.0,1.394475,1.0,12.0,1.0,0.402025
140,14.0,14.0,Vacation,Satchel,Reese,Bowling,10.364235,23.0,3.0,1.275105,place,person,object,0.0,3.8338400000000004,2.0,1.0,4.60187,1.0,0.0,1.85275,2.0,1.0,5.573625,1.0,1.0,2.804545,1.0,0.0,1.684245,1.0,20.0,1.0,0.293645
140,23.0,15.0,Party,Puppy,Ellen,Avenue,3.4344099999999997,5.0,2.0,2.749255,place,person,object,1.0,5.812880000000001,1.0,1.0,1.809925,3.0,1.0,4.1530000000000005,4.0,1.0,3.6217099999999998,2.0,1.0,1.050295,1.0,1.0,0.872035,1.0,13.0,1.0,0.42575
140,1.0,16.0,Celebration,Trampoline,Will,Icerink,4.9397,17.0,1.0,0.9725600000000001,person,object,place,0.0,2.787715,1.0,0.0,2.47381,1.0,0.0,5.214795,3.0,1.0,2.9653099999999997,1.0,0.0,1.669905,1.0,1.0,1.7014650000000002,1.0,2.0,1.0,0.692545
140,15.0,17.0,Errands,Hammock,Emily,Bridge,6.0981,18.0,1.0,3.933725,object,place,person,1.0,1.7391849999999998,1.0,1.0,1.5768950000000002,2.0,1.0,1.19947,2.0,0.0,1.016525,2.0,0.0,1.28273,1.0,1.0,1.803345,1.0,22.0,2.0,0.79876
140,24.0,18.0,Eating,Stroller,Halle,Circus,8.22743,4.0,1.0,2.097195,person,place,object,0.0,5.732725,2.0,1.0,2.518005,1.0,1.0,3.2530900000000003,2.0,1.0,3.26375,1.0,0.0,1.151775,1.0,1.0,0.753625,2.0,15.0,1.0,0.56977
140,9.0,19.0,Travel,Gloves,Jennifer,Studio,9.94255,14.0,2.0,2.233675,object,place,person,1.0,5.08711,1.0,1.0,1.1743350000000001,2.0,1.0,0.392355,2.0,1.0,1.47676,2.0,1.0,2.168685,2.0,1.0,1.923405,1.0,11.0,1.0,0.59017
140,10.0,20.0,Sightseeing,Wine,Samuel,Beach,8.562265,8.0,1.0,1.5659049999999999,person,place,object,0.0,2.51988,1.0,1.0,3.48809,2.0,1.0,2.336045,2.0,1.0,0.626605,1.0,1.0,2.933625,2.0,1.0,1.08618,2.0,1.0,1.0,1.503075
140,22.0,21.0,Competition,Chair,Adam,Kitchen,7.18526,13.0,3.0,6.170725,object,person,place,1.0,4.637955000000001,4.0,1.0,1.32683,3.0,1.0,1.7345650000000001,3.0,1.0,1.0441850000000001,1.0,1.0,1.0834700000000002,1.0,0.0,1.050575,1.0,17.0,1.0,0.39297
140,5.0,22.0,Shopping,Record,Brad,Harbor,5.89733,2.0,1.0,4.001885,place,person,object,1.0,3.431525,2.0,1.0,0.7679050000000001,2.0,1.0,2.591455,4.0,1.0,2.16602,2.0,1.0,2.682395,1.0,1.0,1.100665,2.0,23.0,1.0,2.26835
140,19.0,23.0,Relaxing,Backpack,Robert,Lighthouse,4.267555000000001,3.0,3.0,3.3533150000000003,place,object,person,1.0,2.1093599999999997,3.0,1.0,1.617515,4.0,1.0,0.68133,3.0,0.0,4.615105000000001,2.0,1.0,1.084695,1.0,1.0,2.233625,2.0,19.0,1.0,0.54159
