participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
176,14.0,0.0,Vacation,Satchel,Reese,Bowling,,5.0,6.0,2.5070200000000002,place,person,object,1.0,9.88761,3.0,0.0,14.23347,3.0,0.0,3.3358,3.0,0.0,4.00088,2.0,1.0,2.435555,1.0,0.0,1.6669450000000001,1.0,19.0,1.0,1.63752
176,5.0,1.0,Shopping,Record,Brad,Harbor,12.969265,17.0,1.0,3.783935,place,person,object,1.0,5.184435,2.0,1.0,1.7187299999999999,2.0,1.0,1.43516,4.0,1.0,1.651515,2.0,0.0,2.385855,2.0,1.0,1.083395,2.0,3.0,3.0,3.28415
176,1.0,2.0,Celebration,Trampoline,Will,Icerink,6.88443,7.0,5.0,3.8666699999999996,person,object,place,1.0,8.93406,2.0,1.0,3.900235,4.0,1.0,2.9508,4.0,1.0,1.8696099999999998,1.0,1.0,1.371245,2.0,0.0,1.2182950000000001,2.0,5.0,1.0,0.667035
176,11.0,3.0,Friends,Ladder,Sandra,Waterfall,8.202595,10.0,4.0,2.2352950000000003,person,object,place,1.0,3.24966,3.0,1.0,3.5171949999999996,4.0,0.0,4.20017,1.0,0.0,3.550415,2.0,1.0,0.9724299999999999,2.0,1.0,1.69966,1.0,16.0,1.0,1.6989299999999998
176,15.0,4.0,Errands,Hammock,Emily,Bridge,9.315845,2.0,6.0,4.623405,object,place,person,1.0,3.853075,1.0,1.0,1.7181799999999998,2.0,1.0,2.18883,2.0,1.0,2.57061,1.0,1.0,2.383485,2.0,1.0,2.134015,1.0,14.0,2.0,1.4502899999999999
176,24.0,5.0,Eating,Stroller,Halle,Circus,9.132855000000001,13.0,2.0,2.8387700000000002,person,place,object,1.0,8.883965,1.0,1.0,2.6176150000000002,1.0,1.0,1.43616,2.0,1.0,1.90461,1.0,0.0,3.803385,1.0,0.0,1.316755,1.0,4.0,1.0,0.68403
176,17.0,6.0,Home,Goggles,Mindy,Casino,11.433945,11.0,2.0,2.64922,person,place,object,1.0,4.97316,1.0,1.0,1.52007,2.0,1.0,2.449725,4.0,1.0,1.7002099999999998,1.0,1.0,1.12204,2.0,1.0,1.820595,1.0,12.0,1.0,0.589795
176,13.0,7.0,Summer,Jug,Julia,Pool,10.284185,18.0,3.0,1.573315,person,object,place,0.0,5.532655,2.0,1.0,3.8161400000000003,3.0,1.0,1.5509,3.0,1.0,2.1021,2.0,1.0,1.3170549999999999,2.0,0.0,1.883835,1.0,0.0,2.0,4.250415
176,22.0,8.0,Competition,Chair,Adam,Kitchen,12.117230000000001,14.0,1.0,3.44001,object,person,place,1.0,5.267285,4.0,1.0,2.7506049999999997,3.0,1.0,1.18669,3.0,0.0,1.8842599999999998,2.0,1.0,2.168335,1.0,1.0,1.11691,2.0,23.0,1.0,1.5889149999999999
176,9.0,9.0,Travel,Gloves,Jennifer,Studio,7.74887,19.0,2.0,3.8672150000000003,object,place,person,1.0,3.41681,1.0,1.0,1.332845,2.0,0.0,1.2503799999999998,3.0,1.0,1.2324899999999999,2.0,0.0,1.4364700000000001,1.0,1.0,5.6014349999999995,1.0,15.0,1.0,1.034235
176,20.0,10.0,Exercise,Extinguisher,Denzel,Field,12.140175,22.0,1.0,1.61742,person,place,object,1.0,2.59099,1.0,1.0,1.8512400000000002,4.0,1.0,1.6378549999999998,2.0,0.0,1.266525,1.0,1.0,1.07015,2.0,1.0,5.03399,2.0,1.0,1.0,1.0184600000000001
176,8.0,11.0,DIY,Headphones,Meryl,Ski Slope,11.853185,6.0,4.0,2.05133,object,person,place,1.0,2.389155,2.0,1.0,4.9668,3.0,1.0,3.3163949999999995,3.0,0.0,2.420725,2.0,0.0,2.5345150000000003,2.0,1.0,1.7886,2.0,6.0,2.0,1.30574
176,6.0,12.0,Family,Stopwatch,Tom,Basketball,7.517015,3.0,4.0,5.018185,object,place,person,1.0,7.869435,4.0,1.0,2.5364,4.0,1.0,2.06616,1.0,1.0,1.006375,1.0,1.0,3.3353800000000002,1.0,1.0,1.468145,2.0,22.0,3.0,0.86697
176,21.0,13.0,Music,Beachball,Leonardo,Savannah,,16.0,3.0,2.02267,place,object,person,1.0,2.234495,3.0,1.0,5.15126,2.0,1.0,1.6327,3.0,1.0,1.8340900000000002,2.0,1.0,1.4502700000000002,2.0,0.0,1.455975,1.0,2.0,1.0,1.033915
176,12.0,14.0,Winter,Computer,Angelina,Restaurant,13.503065,0.0,1.0,6.732545,object,person,place,0.0,5.674494999999999,3.0,0.0,7.483460000000001,4.0,1.0,5.549945,1.0,1.0,6.603515,1.0,0.0,2.386995,2.0,1.0,1.6821650000000001,2.0,10.0,1.0,0.892025
176,4.0,15.0,Art,Binoculars,Ryan,Lake,,21.0,2.0,1.682625,object,place,person,1.0,2.7022150000000003,3.0,1.0,0.817815,3.0,1.0,2.1709400000000003,3.0,0.0,5.21665,2.0,1.0,1.7037,1.0,1.0,1.434575,1.0,11.0,1.0,0.550505
176,16.0,16.0,Volunteer,Easel,Steve,Aquarium,13.10369,23.0,2.0,5.485119999999999,object,person,place,1.0,2.4007549999999998,4.0,1.0,3.06747,3.0,1.0,0.949175,2.0,1.0,1.2029450000000002,2.0,0.0,1.440115,2.0,1.0,1.5397049999999999,2.0,20.0,1.0,3.5016550000000004
176,2.0,17.0,Studying,Duster,Chris,Classroom,13.618275,15.0,3.0,3.9496300000000004,place,object,person,1.0,4.765194999999999,1.0,1.0,2.10088,1.0,1.0,1.53439,3.0,1.0,1.34212,2.0,1.0,1.2665950000000001,2.0,1.0,5.250125,2.0,13.0,1.0,0.63786
176,18.0,18.0,Work,Flowers,Beyonce,Cabin,13.952195000000001,1.0,1.0,5.50245,place,object,person,1.0,3.7554199999999995,1.0,1.0,2.6000400000000004,4.0,1.0,0.90374,4.0,1.0,1.9524549999999998,1.0,1.0,2.018235,2.0,1.0,2.31713,1.0,18.0,1.0,0.81989
176,7.0,19.0,Date,Football,Nicole,Dining Room,12.239614999999999,20.0,1.0,3.5326800000000005,place,person,object,1.0,1.832615,1.0,1.0,1.587745,3.0,1.0,3.1342849999999998,1.0,1.0,1.718925,1.0,1.0,3.103475,2.0,1.0,3.05084,2.0,7.0,2.0,1.582975
176,23.0,20.0,Party,Puppy,Ellen,Avenue,8.417819999999999,9.0,5.0,2.58443,place,person,object,1.0,2.450165,1.0,1.0,1.069375,3.0,1.0,1.86769,4.0,1.0,1.588935,2.0,1.0,1.8498700000000001,1.0,0.0,3.3175800000000004,2.0,8.0,1.0,1.35258
176,10.0,21.0,Sightseeing,Wine,Samuel,Beach,9.666955,12.0,5.0,6.724810000000001,person,place,object,1.0,1.033995,2.0,1.0,1.88504,2.0,1.0,3.034425,2.0,0.0,2.60829,2.0,1.0,1.940105,2.0,1.0,1.3007549999999999,2.0,17.0,1.0,0.69011
176,3.0,22.0,Games,Bike,George,Wine Cellar,,8.0,2.0,5.285565,person,object,place,1.0,4.534565,2.0,1.0,3.8921900000000003,2.0,1.0,1.93714,4.0,0.0,1.684445,2.0,0.0,2.884325,1.0,1.0,1.233935,2.0,21.0,3.0,1.56619
