participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
204,9.0,0.0,Shopping,Duster,Robert,Kitchen,,4.0,3.0,4.900735,place,object,person,1.0,6.73763,4.0,1.0,1.451475,2.0,0.0,13.218055,2.0,1.0,2.339455,2.0,0.0,2.1464849999999998,2.0,1.0,2.0677,1.0,14.0,1.0,0.441015
204,14.0,1.0,Relaxing,Stroller,Steve,Ski Slope,12.63893,23.0,1.0,1.7641950000000002,place,person,object,1.0,5.3803849999999995,1.0,1.0,1.6833650000000002,1.0,0.0,2.87059,3.0,1.0,1.88766,2.0,1.0,2.6168299999999998,2.0,1.0,2.922295,1.0,12.0,1.0,0.6774100000000001
204,12.0,2.0,Studying,Trampoline,Ellen,Classroom,11.141975,21.0,3.0,1.3193700000000002,place,person,object,1.0,5.465985,4.0,0.0,1.8838700000000002,2.0,1.0,2.43377,4.0,1.0,2.6523950000000003,2.0,1.0,2.350565,2.0,1.0,2.553085,1.0,23.0,1.0,0.436895
204,7.0,3.0,Art,Headphones,Denzel,Avenue,7.588405000000001,6.0,5.0,2.999675,person,object,place,1.0,3.11639,2.0,1.0,0.901215,2.0,1.0,3.778525,3.0,1.0,2.0183,1.0,0.0,2.0838650000000003,1.0,1.0,2.115385,1.0,19.0,1.0,0.76875
204,18.0,4.0,DIY,Chair,Beyonce,Wine Cellar,9.35418,3.0,4.0,1.6990349999999999,person,object,place,1.0,4.749215,2.0,1.0,1.7339,3.0,1.0,2.46637,4.0,1.0,5.3502849999999995,2.0,1.0,0.8493,1.0,1.0,4.65105,1.0,17.0,1.0,0.95326
204,2.0,5.0,Volunteer,Flowers,Jennifer,Waterfall,,2.0,4.0,3.2168900000000002,person,place,object,1.0,12.10097,1.0,1.0,1.90143,3.0,1.0,2.4380599999999997,4.0,1.0,2.467775,2.0,1.0,1.61768,1.0,1.0,1.117475,1.0,11.0,1.0,0.481625
204,22.0,6.0,Travel,Computer,George,Field,10.02479,13.0,4.0,1.400615,object,person,place,1.0,6.39816,4.0,1.0,1.70045,1.0,1.0,3.53536,1.0,1.0,3.0991299999999997,1.0,0.0,1.600255,1.0,1.0,6.9180399999999995,2.0,1.0,1.0,0.7475350000000001
204,6.0,7.0,Sightseeing,Ladder,Adam,Beach,7.8546,17.0,2.0,1.472565,object,place,person,0.0,5.11544,3.0,1.0,4.551955,1.0,1.0,1.78522,3.0,1.0,1.484325,2.0,0.0,2.3162700000000003,1.0,1.0,1.47086,2.0,3.0,1.0,0.693075
204,1.0,8.0,Date,Pitcher,Reese,Studio,9.8158,15.0,2.0,2.918915,person,place,object,1.0,7.750355,3.0,1.0,6.93509,3.0,1.0,2.150715,2.0,0.0,2.599455,2.0,1.0,3.700085,2.0,1.0,1.53304,2.0,10.0,1.0,0.432625
204,13.0,9.0,Errands,Stopwatch,Tom,Icerink,11.73829,14.0,2.0,3.0834200000000003,place,object,person,1.0,4.500535,3.0,1.0,2.60425,4.0,1.0,5.316330000000001,1.0,1.0,1.9011,1.0,1.0,1.58444,1.0,0.0,3.816445,1.0,20.0,1.0,0.48793000000000003
204,20.0,10.0,Friends,Backpack,Chris,Bridge,9.88614,12.0,4.0,2.099385,object,place,person,1.0,4.099835,3.0,1.0,1.7341099999999998,4.0,1.0,9.23311,2.0,1.0,1.537095,2.0,1.0,2.51745,1.0,1.0,1.35176,1.0,5.0,1.0,0.686125
204,4.0,11.0,Exercise,Beachball,Will,Casino,9.685360000000001,18.0,3.0,1.187535,object,person,place,1.0,4.6546650000000005,1.0,1.0,5.43372,2.0,1.0,2.18382,2.0,0.0,2.63657,2.0,1.0,2.42188,2.0,1.0,1.9528849999999998,1.0,0.0,1.0,1.3314549999999998
204,8.0,12.0,Competition,Goggles,Scarlett,Savannah,7.751995,9.0,3.0,1.9207450000000001,place,object,person,1.0,7.483915,1.0,1.0,2.56813,1.0,1.0,5.73353,4.0,1.0,2.5853900000000003,1.0,1.0,2.418685,2.0,1.0,1.501055,1.0,8.0,1.0,0.45283999999999996
204,23.0,13.0,Eating,Hammock,Brad,Restaurant,8.819505,11.0,4.0,1.7510299999999999,person,object,place,1.0,5.53367,1.0,1.0,2.33263,3.0,1.0,1.6375950000000001,3.0,0.0,2.08419,2.0,1.0,2.486795,2.0,0.0,2.10038,1.0,4.0,1.0,0.77963
204,24.0,14.0,Family,Extinguisher,Ryan,Basketball,10.636595,1.0,5.0,1.4187,person,place,object,1.0,5.1502349999999995,4.0,1.0,1.9998,2.0,1.0,1.883805,3.0,0.0,2.882095,2.0,1.0,2.919605,1.0,1.0,2.567355,2.0,2.0,1.0,0.789315
204,11.0,15.0,Games,Binoculars,Leonardo,Lake,8.902365,20.0,3.0,1.55364,object,place,person,1.0,8.501845,3.0,1.0,1.31623,2.0,1.0,1.901425,2.0,1.0,1.8312400000000002,1.0,1.0,1.168555,1.0,1.0,3.20265,2.0,6.0,1.0,1.058495
204,16.0,16.0,Winter,Record,Samuel,Dining Room,6.0293,16.0,2.0,1.36788,place,person,object,0.0,8.202245,1.0,0.0,4.0168,4.0,0.0,2.33566,2.0,1.0,2.76968,1.0,1.0,4.950830000000001,1.0,1.0,2.61841,1.0,18.0,1.0,0.427785
204,19.0,17.0,Vacation,Wine,Julia,Pool,6.141785,10.0,4.0,1.582195,person,object,place,0.0,8.15105,2.0,1.0,2.55125,4.0,1.0,2.20418,2.0,1.0,4.31879,2.0,1.0,1.28616,1.0,0.0,2.6329700000000003,1.0,13.0,1.0,0.406215
204,5.0,18.0,Party,Satchel,Anne,Bowling,6.9745,0.0,6.0,3.64911,place,person,object,1.0,3.584315,3.0,1.0,2.402885,3.0,1.0,3.11998,1.0,1.0,12.127915,2.0,1.0,1.245835,1.0,1.0,1.2226,2.0,9.0,1.0,0.6019800000000001
204,21.0,19.0,Home,Gloves,Angelina,Cabin,8.65353,8.0,4.0,1.362435,place,object,person,1.0,2.43408,2.0,1.0,3.0030349999999997,1.0,1.0,1.333385,3.0,1.0,1.983905,1.0,1.0,1.917975,2.0,1.0,3.585295,2.0,16.0,1.0,0.922315
204,10.0,20.0,Work,Easel,Emma,Aquarium,9.171335000000001,5.0,6.0,1.9549400000000001,object,place,person,1.0,8.603164999999999,2.0,1.0,1.93192,4.0,1.0,1.767885,4.0,1.0,1.2166700000000001,1.0,1.0,1.685175,2.0,1.0,1.618755,1.0,21.0,1.0,0.37177
204,15.0,21.0,Celebration,Football,Meryl,Harbor,8.772860000000001,7.0,4.0,1.72185,object,person,place,1.0,10.735155,1.0,1.0,1.300585,3.0,1.0,1.512105,4.0,1.0,1.48223,2.0,1.0,1.09998,1.0,1.0,0.917465,1.0,22.0,1.0,0.42280500000000004
204,3.0,22.0,Music,Bike,Halle,Lighthouse,7.3383,22.0,5.0,2.195455,person,place,object,1.0,3.32115,4.0,1.0,4.01907,1.0,1.0,2.30505,1.0,1.0,4.676675,2.0,1.0,2.37151,2.0,0.0,2.583575,1.0,15.0,1.0,0.934005
204,17.0,23.0,Summer,Puppy,Sandra,Circus,4.55004,19.0,2.0,2.5181,object,person,place,1.0,6.3841,4.0,1.0,5.79979,4.0,1.0,2.911515,1.0,1.0,1.8154599999999999,2.0,1.0,1.4187049999999999,1.0,1.0,2.218855,2.0,7.0,1.0,0.8648899999999999
