participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
230,7.0,0.0,Art,Headphones,Denzel,Avenue,,22.0,6.0,1.2916100000000001,person,object,place,1.0,5.20254,2.0,1.0,1.484745,2.0,1.0,2.80281,3.0,1.0,2.53476,1.0,1.0,2.31351,2.0,1.0,1.860175,1.0,8.0,1.0,0.64205
230,5.0,1.0,Party,Satchel,Anne,Bowling,12.304680000000001,3.0,5.0,1.761595,place,person,object,1.0,13.1821,3.0,1.0,4.2252849999999995,3.0,1.0,3.071615,1.0,1.0,3.362525,2.0,1.0,1.9760950000000002,1.0,1.0,2.102525,2.0,2.0,1.0,0.60941
230,15.0,2.0,Celebration,Football,Meryl,Harbor,,20.0,3.0,1.17377,object,person,place,1.0,12.50746,1.0,1.0,1.270035,3.0,1.0,4.527855000000001,4.0,1.0,1.21812,2.0,1.0,1.20349,1.0,0.0,0.8747,2.0,4.0,1.0,0.54699
230,4.0,3.0,Exercise,Beachball,Will,Casino,10.58765,23.0,4.0,1.4583700000000002,object,person,place,1.0,11.39534,1.0,1.0,0.9338,2.0,1.0,3.13803,2.0,0.0,1.903935,2.0,1.0,1.885145,2.0,0.0,1.74565,2.0,19.0,1.0,0.374665
230,21.0,4.0,Home,Gloves,Angelina,Cabin,11.738480000000001,5.0,6.0,0.94996,place,object,person,1.0,9.938025,2.0,1.0,4.2824349999999995,1.0,1.0,2.64935,3.0,1.0,3.9566199999999996,1.0,1.0,1.677125,2.0,1.0,2.863645,2.0,11.0,1.0,0.61028
230,10.0,5.0,Work,Easel,Emma,Aquarium,8.65537,1.0,3.0,1.418455,object,place,person,1.0,10.69583,2.0,1.0,5.17847,4.0,0.0,3.3339300000000005,3.0,1.0,3.06964,1.0,1.0,3.087355,2.0,1.0,3.0227150000000003,1.0,14.0,1.0,0.42181
230,12.0,6.0,Studying,Trampoline,Ellen,Classroom,,4.0,6.0,1.27581,place,person,object,1.0,11.975635,4.0,1.0,1.163645,4.0,1.0,1.3468,4.0,1.0,3.4247900000000002,2.0,1.0,2.0491200000000003,2.0,1.0,2.3039400000000003,1.0,16.0,1.0,0.5025149999999999
230,8.0,7.0,Competition,Goggles,Scarlett,Savannah,10.030775,13.0,6.0,1.529585,place,object,person,1.0,4.97892,1.0,1.0,2.6449599999999998,1.0,1.0,2.6726799999999997,4.0,1.0,1.9139400000000002,1.0,1.0,1.574075,2.0,1.0,1.554535,1.0,10.0,1.0,1.30369
230,17.0,8.0,Summer,Puppy,Sandra,Circus,7.9279649999999995,2.0,2.0,1.467555,object,person,place,0.0,15.083735,2.0,1.0,9.756895,4.0,1.0,3.228415,1.0,1.0,3.682405,2.0,1.0,1.5810600000000001,1.0,1.0,4.921465,2.0,22.0,1.0,0.40763
230,13.0,9.0,Errands,Stopwatch,Tom,Icerink,8.29462,12.0,4.0,1.5241,place,object,person,1.0,11.04802,3.0,1.0,2.971015,4.0,1.0,2.871855,1.0,0.0,1.4631,2.0,1.0,1.015945,1.0,1.0,1.925545,2.0,21.0,1.0,0.3965
