participant,event_id,encoding.thisN,theme,object_label,person_label,place_label,resp_encSpace.rt,retrieval.thisN,resp_ret_vividness.keys,resp_ret_vividness.rt,q1_type,q2_type,q3_type,resp_gistmem1.corr,resp_gistmem1.rt,resp_gistmem1.keys,resp_gistmem2.corr,resp_gistmem2.rt,resp_gistmem2.keys,resp_gistmem3.corr,resp_gistmem3.rt,resp_gistmem3.keys,resp_detailmem1.corr,resp_detailmem1.rt,resp_detailmem1.keys,resp_detailmem2.corr,resp_detailmem2.rt,resp_detailmem2.keys,resp_detailmem3.corr,resp_detailmem3.rt,resp_detailmem3.keys,familiarity.thisN,resp_facefam.keys,resp_facefam.rt
234,16.0,0.0,Winter,Record,Samuel,Dining Room,13.79178,13.0,2.0,0.13283499999999998,place,person,object,1.0,0.090125,2.0,0.0,0.09701,3.0,1.0,0.037845,3.0,0.0,0.020115,2.0,0.0,0.049205,2.0,0.0,0.048365,2.0,22.0,1.0,0.001755
234,14.0,1.0,Relaxing,Stroller,Steve,Ski Slope,11.92243,9.0,2.0,0.0019850000000000002,place,person,object,0.0,0.157365,2.0,0.0,0.082315,2.0,1.0,0.02077,2.0,1.0,0.03973,2.0,1.0,0.06730499999999999,2.0,0.0,0.057495000000000004,2.0,20.0,2.0,0.02204
234,3.0,2.0,Music,Bike,Halle,Lighthouse,13.952385000000001,10.0,2.0,0.00213,person,place,object,0.0,0.052055,3.0,0.0,0.15814,2.0,0.0,0.01985,2.0,1.0,0.02095,2.0,1.0,0.023625,2.0,1.0,0.04866,2.0,5.0,2.0,0.045765
234,12.0,3.0,Studying,Trampoline,Ellen,Classroom,12.832975,6.0,3.0,0.02047,place,person,object,0.0,0.1288,2.0,0.0,0.1219,3.0,0.0,0.096785,3.0,1.0,0.17359000000000002,2.0,1.0,0.020775,2.0,0.0,0.040885000000000005,2.0,18.0,1.0,0.133305
234,10.0,4.0,Work,Easel,Emma,Aquarium,13.678935000000001,8.0,3.0,0.08161,object,place,person,1.0,0.109285,2.0,0.0,0.041385000000000005,2.0,0.0,0.022125,2.0,0.0,0.164325,2.0,1.0,0.28656,2.0,0.0,0.023875,2.0,2.0,1.0,0.15729500000000002
234,2.0,5.0,Volunteer,Flowers,Jennifer,Waterfall,13.816645000000001,5.0,3.0,0.12065999999999999,person,place,object,0.0,0.1125,2.0,0.0,0.020325,2.0,0.0,0.03984,2.0,1.0,0.17849,2.0,0.0,0.002825,2.0,0.0,0.04865,2.0,14.0,1.0,0.15234
234,1.0,6.0,Date,Pitcher,Reese,Studio,13.678370000000001,12.0,2.0,0.0017850000000000001,person,place,object,0.0,0.10438,2.0,0.0,0.023395,2.0,1.0,0.0402,2.0,0.0,0.040345,2.0,1.0,0.027485000000000002,2.0,1.0,0.23984499999999997,2.0,0.0,2.0,17.069370000000003
234,23.0,7.0,Eating,Hammock,Brad,Restaurant,13.817129999999999,15.0,2.0,0.025285,person,object,place,0.0,0.10755999999999999,2.0,0.0,0.0223,2.0,0.0,0.0013,2.0,0.0,0.265135,2.0,1.0,0.27424,2.0,1.0,0.00155,2.0,11.0,2.0,0.045360000000000004
234,13.0,8.0,Errands,Stopwatch,Tom,Icerink,13.7503,11.0,2.0,0.060954999999999995,place,object,person,1.0,0.02304,3.0,0.0,0.020395,3.0,0.0,0.16514500000000001,2.0,0.0,0.271275,2.0,0.0,0.02125,2.0,1.0,0.02239,2.0,17.0,1.0,0.0455
234,4.0,9.0,Exercise,Beachball,Will,Casino,13.95515,20.0,2.0,0.033935,object,person,place,0.0,0.16233499999999998,2.0,1.0,0.06317,2.0,1.0,0.059145,2.0,0.0,0.0242,2.0,1.0,0.028355,2.0,0.0,0.025935000000000003,2.0,6.0,1.0,0.03884
234,8.0,10.0,Competition,Goggles,Scarlett,Savannah,13.6065,1.0,2.0,0.00253,place,object,person,0.0,0.09063500000000001,2.0,0.0,0.020390000000000002,2.0,0.0,0.028185,2.0,0.0,0.22965500000000003,2.0,1.0,0.02436,2.0,0.0,0.24415,2.0,21.0,2.0,0.030539999999999998
234,21.0,11.0,Home,Gloves,Angelina,Cabin,13.889579999999999,0.0,3.0,0.253155,place,object,person,0.0,45.904795,1.0,0.0,0.42653,2.0,0.0,1.551445,2.0,0.0,0.09339,2.0,1.0,0.00243,2.0,1.0,0.23636500000000002,2.0,9.0,2.0,0.06755499999999999
234,18.0,12.0,DIY,Chair,Beyonce,Wine Cellar,13.906795,17.0,2.0,0.001945,person,object,place,1.0,0.06695,2.0,0.0,0.002445,2.0,0.0,0.021655,2.0,1.0,0.37605,2.0,0.0,0.040275,2.0,0.0,0.02121,2.0,15.0,1.0,0.123805
234,22.0,13.0,Travel,Computer,George,Field,13.918685,4.0,3.0,0.022835,object,person,place,0.0,0.15018499999999999,2.0,0.0,0.023025,2.0,0.0,0.12431500000000001,3.0,0.0,0.20650500000000002,2.0,1.0,0.00718,2.0,1.0,0.027785,2.0,1.0,1.0,0.066785
234,7.0,14.0,Art,Headphones,Denzel,Avenue,13.881305,18.0,3.0,0.04267,person,object,place,0.0,0.007065000000000001,3.0,0.0,0.11032,3.0,1.0,0.046495,3.0,0.0,0.16185,2.0,1.0,0.019755,2.0,0.0,0.04485,2.0,23.0,1.0,0.08288
234,6.0,15.0,Sightseeing,Ladder,Adam,Beach,13.906579999999998,23.0,2.0,0.008135,object,place,person,1.0,0.11317,2.0,0.0,0.051445000000000005,2.0,0.0,0.03715,2.0,1.0,0.043435,2.0,1.0,0.04707,2.0,1.0,0.027364999999999997,2.0,19.0,1.0,0.111015
234,11.0,16.0,Games,Binoculars,Leonardo,Lake,13.722345,2.0,3.0,0.046060000000000004,object,place,person,0.0,0.05033,2.0,1.0,0.00825,2.0,1.0,0.032665,2.0,0.0,0.195075,2.0,0.0,0.282095,2.0,1.0,0.030185000000000003,2.0,8.0,1.0,0.049005
234,24.0,17.0,Family,Extinguisher,Ryan,Basketball,13.79911,21.0,3.0,0.024995,person,place,object,0.0,0.022075,3.0,0.0,0.0019149999999999998,3.0,1.0,0.04861,3.0,0.0,0.143025,2.0,0.0,0.04773,2.0,1.0,0.055945,2.0,12.0,1.0,0.09767999999999999
234,5.0,18.0,Party,Satchel,Anne,Bowling,13.704360000000001,22.0,3.0,0.033535,place,person,object,1.0,0.02264,3.0,1.0,0.04119,3.0,0.0,0.024815,3.0,1.0,0.22123,2.0,0.0,0.07025,2.0,1.0,0.0472,2.0,4.0,1.0,0.13101500000000002
234,17.0,19.0,Summer,Puppy,Sandra,Circus,13.92884,14.0,3.0,0.18243499999999999,object,person,place,0.0,0.11778,2.0,0.0,0.043445,2.0,0.0,0.045695,2.0,1.0,0.10954000000000001,2.0,0.0,0.04945,2.0,1.0,0.00175,2.0,3.0,1.0,0.11943
234,9.0,20.0,Shopping,Duster,Robert,Kitchen,13.80824,19.0,2.0,0.040395,place,object,person,0.0,0.14092000000000002,2.0,1.0,0.002405,2.0,0.0,0.001675,2.0,1.0,0.02593,2.0,0.0,0.06448999999999999,2.0,0.0,0.04143,2.0,10.0,1.0,0.07051
234,20.0,21.0,Friends,Backpack,Chris,Bridge,13.64836,16.0,3.0,0.026545,object,place,person,0.0,0.094415,2.0,0.0,0.0443,2.0,0.0,0.07106,3.0,1.0,0.231265,2.0,0.0,0.025965,2.0,0.0,0.213575,2.0,7.0,2.0,0.09686499999999999
234,19.0,22.0,Vacation,Wine,Julia,Pool,13.675175,3.0,2.0,0.00196,person,object,place,0.0,0.07279,2.0,0.0,0.00135,2.0,1.0,0.00659,2.0,1.0,0.030475,2.0,0.0,0.029710000000000004,2.0,1.0,0.02113,2.0,16.0,1.0,0.060285000000000005
